place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic,prob_negative,prob_neutral,prob_positive,predicted_label,margin
Roxas Beans,1,coffee,Jusko ang mahal ng kape tapos lasang tubig.,Price and Value,,True,0.41255996,0.2078944,0.3795457,NEGATIVE,0.033014268
Matcha Matina,1,matcha,Mahal ilang drinks unya murag asukal ra tanan.,Price and Value,,True,0.40365705,0.2139677,0.38237524,NEGATIVE,0.021281809
Matcha Matina,2,matcha,The matcha is good pero the price is completely unjustified.,Price and Value,,True,0.41990978,0.20524368,0.3748465,NEGATIVE,0.045063287
Ecoland Coffee Co,2,coffee,"Mahal jud sya, di makatarungan for a regular iced coffee.",Price and Value,,True,0.4123972,0.20603855,0.38156423,NEGATIVE,0.030832976
Dear Joe Frontera,2,coffee,You are expecting a nice or slightly elevated taste because the price is expensive.,Price and Value,,False,0.41627598,0.20677553,0.37694848,NEGATIVE,0.039327502
Annipie - SM Lanang,1,coffee,"Just remove the per slice price, When we tried sm lanang and sm ecoland, Same.",Price and Value,,False,0.3982176,0.22089113,0.3808912,NEGATIVE,0.017326385
Annipie Airport View,1,coffee,I asked the waiter why was the price so high for the shots?,Price and Value,,False,0.40539935,0.21963531,0.37496534,NEGATIVE,0.030434012
PICKUP COFFEE - Gaisano Mall of Davao,3,coffee,good for a quick caffeine fix in a budget.,Price and Value,,False,0.41264173,0.20844987,0.3789084,NEGATIVE,0.033733338
Dear Joe Frontera,3,coffee,The paper cup ruins the over all experience and doesn't justify the premium price that the customers payed for their tea and coffee.,Price and Value,,False,0.39497095,0.22515997,0.379869,NEGATIVE,0.015101939
Torres Brews,1,coffee,Mahal ra kaayo ila menu dili match sa quality.,Price and Value,,True,0.40235803,0.21812764,0.37951434,NEGATIVE,0.022843689
Green Coffee - Marfori,2,coffee,It's too hot inside... Good price and Good Internet connection... No parking space nearby ...24/7,Price and Value,,False,0.41249588,0.20761485,0.37988925,NEGATIVE,0.03260663
Roxas Beans,1,coffee,"Dili worth it, I'd rather buy coffee somewhere else.",Price and Value,,True,0.4145385,0.21522267,0.37023878,NEGATIVE,0.04429972
Barok Cafe & Resto,1,coffee,The burger is really expensive but the patty is like a minute burger.,Price and Value,,False,0.4170357,0.20841472,0.3745496,NEGATIVE,0.0424861
Starbucks - Abreeza Mall,1,coffee,It was certainly the worst C. but the most expensive,Price and Value,,False,0.40437847,0.21706767,0.37855393,NEGATIVE,0.025824547
PICKUP COFFEE - Gaisano Mall of Davao,3,coffee,"aesthetic stall, cheap priced coffee the coffee aint that bad for its price but dont expect super high quality tasting coffee.",Price and Value,,False,0.39820564,0.21760818,0.3841862,NEGATIVE,0.01401943
Lara Mia Café & Bistro,3,coffee,Food I would say is pretty expensive for its taste.,Price and Value,,False,0.41893962,0.206064,0.3749964,NEGATIVE,0.043943226
Torres Brews,2,coffee,"Grabe kamahal, mura tag gikuhaan og kwarta sa bulsa.",Price and Value,,True,0.40927988,0.20540777,0.3853123,NEGATIVE,0.023967594
Daleachious Cafe - Ecoland Branch,3,coffee,"Food is priced quite high, I think they offer the most expensive Caffe Americano in town at P165  grinning_face_with_sweat  Service is okay but I think the staff can be more sensitive with the ambience they're creating (they're playing loud music in their phones, louder than the background music of their coffee shop).",Price and Value,,False,0.4145437,0.21344934,0.37200704,NEGATIVE,0.042536646
PICKUP COFFEE - Gaisano Mall of Davao,3,coffee,"More sugar than matcha, but good enough for a cheap matcha fix.",Price and Value,,False,0.4196378,0.20440409,0.3759581,NEGATIVE,0.043679684
Kape Obrero,2,coffee,Lami unta kaso murag overpriced ra jud kaayo sya.,Price and Value,,True,0.408618,0.21360935,0.37777263,NEGATIVE,0.030845374
Torres Brews,1,coffee,Super pricey tapos dili sad kaayo lami ila drinks.,Price and Value,,True,0.39567548,0.22576013,0.3785644,NEGATIVE,0.017111093
Lanang Matcha House,2,matcha,I wouldn't pay that much for basic coffee again.,Price and Value,,True,0.4092413,0.21771434,0.37304446,NEGATIVE,0.036196828
Silingan Coffee,2,coffee,"Kurat ko kay naa pay extra service fee sa resibo, unya self-serve man diay gihapon ta sa counter! Scammer moves.",Price and Value,,True,0.41235328,0.21391852,0.37372828,NEGATIVE,0.038625002
WKND 1970,3,coffee,Good food and coffee  hot_beverage  at an mid range price,Price and Value,,False,0.3919863,0.22676979,0.3812439,NEGATIVE,0.010742396
Ecoland Coffee Co,2,coffee,Gamay ug serving for a very expensive price tag.,Price and Value,,True,0.41501042,0.21017048,0.37481913,NEGATIVE,0.040191293
Space-Arabica,3,coffee,Very clean and has high-end furnishings but good value food.,Price and Value,,False,0.4266569,0.18552752,0.38781556,NEGATIVE,0.038841337
The Crazy Bite Co. Sky Cafe,1,coffee,For the money so many other nice restraunts in Davao City will be the first and last time for us....It actually reminds me of McDonald's but with double the price.,Price and Value,,False,0.40804523,0.21419209,0.37776268,NEGATIVE,0.030282557
Davao Kape,2,coffee,Dili ko ganahan kay expensive ra kaayo for me.,Price and Value,,True,0.40316358,0.22024983,0.37658656,NEGATIVE,0.026577026
Kape Obrero,1,coffee,Gamay ug cup tapos overpriced pa jud kaayo.,Price and Value,,True,0.40885004,0.2170501,0.3740998,NEGATIVE,0.034750253
Starbucks - SM City Davao,1,coffee,Overall 1 star is expensive hahah,Price and Value,,False,0.40186182,0.21940356,0.37873462,NEGATIVE,0.023127198
Davao Kape,1,coffee,Grabe ka mahal ang drinks di man lami.,Price and Value,,True,0.4029469,0.21985085,0.37720227,NEGATIVE,0.025744617
Karlo's Gourmet & Coffee,1,coffee,"THE BEEF SALPICAO is expensive, but it's antigas and has no flavor.",Price and Value,,False,0.413988,0.21099336,0.37501863,NEGATIVE,0.038969368
"The Coffee Bar, Gaisano Mall of Toril",1,coffee,Street vendors have betrer tasting coffee and food with a fraction of the price.,Price and Value,,False,0.40100524,0.22013019,0.37886456,NEGATIVE,0.022140682
Kape Obrero,1,coffee,Mahal na kaayo ilang drinks nag shrink pa ang cup.,Price and Value,,True,0.3990547,0.22333618,0.3776091,NEGATIVE,0.021445602
Daiko Coffee,3,coffee,Affordable rates with some meals and snack items I hope I get to try pretty soon.,Price and Value,,False,0.41376778,0.21219493,0.37403736,NEGATIVE,0.03973043
Matcha Matina,2,matcha,I love matcha pero this one is just plain overpriced.,Price and Value,,True,0.40771502,0.21735254,0.37493247,NEGATIVE,0.032782555
Matcha Matina,2,matcha,Very small serving for an expensive matcha drink.,Price and Value,,True,0.4059185,0.21384993,0.38023153,NEGATIVE,0.02568698
Barok Cafe and Resto,3,coffee,I recently visited Barok Café and tried their Pamahaw Latte.,Product Quality,,False,0.40324125,0.21333106,0.38342765,NEGATIVE,0.019813597
Starbucks - Abreeza Mall,1,coffee,We waited for almost 30 minutes only to be told that we are required to make a purchase a week before the claiming of the free birthday cake slice.,Product Quality,,False,0.39849612,0.22590083,0.37560302,NEGATIVE,0.022893101
Humble Table,3,coffee,Respect for the food and the people who prepared it.,Product Quality,,False,0.3920707,0.22447567,0.38345358,NEGATIVE,0.008617133
Coffee By The Way,2,coffee,This place used to have great staffs that would cater and deliver food to your table but not anymore.,Product Quality,,False,0.41265133,0.20598517,0.38136354,NEGATIVE,0.03128779
Indahouse Cafe,2,coffee,"The matcha, priced at ₱250–₱295, came in a small cup that wasn't even filled to the top.",Product Quality,,False,0.41437453,0.20946424,0.3761612,NEGATIVE,0.038213342
Purge Coffee Roaster,1,coffee,Coffee is so so.,Product Quality,,False,0.41331944,0.20277777,0.38390282,NEGATIVE,0.02941662
Coffeecat,3,coffee,I stay for the space and WiFi and not really with the coffee they have.,Product Quality,,False,0.42040828,0.20233846,0.37725332,NEGATIVE,0.043154955
Daleachious Cafe - Ecoland Branch,2,coffee,"To make a cappucino, its simple, 1 third espresso, 1 third warm milk, 1 third foam.",Product Quality,,False,0.39593267,0.22320668,0.38086066,NEGATIVE,0.015072018
Green Coffee - Ecoland,1,coffee,"My wife, our three kids, and I were looking forward to enjoying a relaxing evening with some coffee.",Product Quality,,False,0.42266724,0.19496067,0.38237208,NEGATIVE,0.040295154
Cafe Gervacios - Pastry and Coffee in Davao City,3,coffee,We had the Himalayan cafe latte and the matcha latte.,Product Quality,,False,0.39599663,0.22261052,0.38139284,NEGATIVE,0.014603794
Acacia Lane Coffee Shop,3,coffee,What really stood out about this place is its unique offering – a combination of a coffee shop and a car wash.,Product Quality,,False,0.3964132,0.2181117,0.3854751,NEGATIVE,0.010938108
Seattle's Best Coffee,2,coffee,"The Waiting time is on Top: In a ""Coffee Shop"" i expect a fast snack.",Product Quality,,False,0.40986833,0.21370432,0.37642735,NEGATIVE,0.033440977
Blugré Coffee,1,coffee,"We came here craving for desserts and coffee but their cakes are old expired, so dry it crumbles apart when you touch it.",Product Quality,,False,0.40233186,0.22110541,0.3765627,NEGATIVE,0.025769144
Seattle's Best Coffee,1,coffee,But the wait for the order to come for three (3) drinks and a cookie took like 40 minutes give or take.,Product Quality,,False,0.40176368,0.22130784,0.37692842,NEGATIVE,0.024835259
Kapeweñoz V. Mapa,3,coffee,"I was craving for kapeweñoz, it's been a long time since I had a taste of it.",Product Quality,,False,0.420029,0.20252195,0.3774491,NEGATIVE,0.04257992
Starbucks Damosa IT Park Drive-Thru,1,coffee,I ordered vanilla cold monkey tea with coffee jelly but there's no coffee jelly on it.,Product Quality,,False,0.39848,0.2234096,0.3781105,NEGATIVE,0.0203695
Black Scoop Cafe Matina,1,coffee,Better go to other coffee shops near the area (ex: Starbucks Matina IT Park),Product Quality,,False,0.40707102,0.20902543,0.38390356,NEGATIVE,0.023167461
Karlo's Gourmet & Coffee,2,coffee,My cousins and I ordered their cold Coffee Durian Gelato and nachos.,Product Quality,,False,0.4037853,0.21694319,0.3792715,NEGATIVE,0.024513781
Kofi Gram Bangkal,3,coffee,"also, i didnt taste the coffee/espresso even though its 60/40 (if i am not mistaken, but i am sure its not 100% arabica since i asked the barista).",Product Quality,,False,0.4055517,0.21901429,0.37543398,NEGATIVE,0.03011772
Daleachious Cafe - Ecoland Branch,3,coffee,I would say that the coffee was under-extracted.,Product Quality,,False,0.41591987,0.20565006,0.3784301,NEGATIVE,0.03748977
Starbucks,1,coffee,"I specifically ordered the tortilla de patatas con chorizo from Starbucks F. Torres because it didn't contain gluten, a crucial factor for my food allergies.",Product Quality,,False,0.4034722,0.22023448,0.37629336,NEGATIVE,0.027178824
Coffeecat,3,coffee,"I used to have coffee here everyday, now it's twice a year.",Product Quality,,False,0.416522,0.20450354,0.37897453,NEGATIVE,0.03754747
Seattle's Best Coffee,3,coffee,Coffee got served at 5:20-ish so not that long and it's fine since we're not really starving and we get that there are a not of people.,Product Quality,,False,0.41551548,0.21287991,0.37160462,NEGATIVE,0.04391086
"KAOS CAFE - 24 Hours, Jacinto St.",3,coffee,"When our drinks were served, the server placed them directly among the leftover food and cups from the previous party.",Product Quality,,False,0.41198695,0.20840493,0.37960818,NEGATIVE,0.032378763
Annipie Airport View,1,coffee,"No ice, the cake is not a whole slice.",Product Quality,,False,0.40716797,0.21702312,0.37580895,NEGATIVE,0.031359017
Seattle's Best Coffee,1,coffee,Turns out the coffee was ready like 5 mins after ordering and no one handed it to us.,Product Quality,,False,0.4064067,0.22009507,0.37349823,NEGATIVE,0.03290847
Paramount Coffee Crocodile Park Davao,2,coffee,"Food: Decent but overpriced Service: Expect to wait 90+ minutes on a Sunday Atmosphere: Sit outside adjacent to 3 carparks surrounding you and breathe in the carbon monoxide from the idle viechles as you sit wishing for your food to arrive for 90+ minutes, simply hoping it would arrive so you can get out of here already.",Product Quality,,False,0.41488996,0.21038191,0.37472805,NEGATIVE,0.040161908
ZeusX Esports and Cafe,1,coffee,OVERPRICED COFFEE!,Product Quality,,False,0.41071334,0.20484866,0.384438,NEGATIVE,0.026275337
Kotetsu by Wood and Coffee,3,coffee,"However, please be aware that most of their drinks here is a bit pricier than Starbucks or other third-wave coffee shops.",Product Quality,,False,0.40683344,0.21751998,0.37564653,NEGATIVE,0.031186908
Coffee at Yellow Hauz,3,coffee,"I could find similar cozy and big places of similarly priced food & beverages, but with free unlimited water and wifi.",Product Quality,,False,0.4157999,0.20509648,0.3791036,NEGATIVE,0.036696285
The Coffee Bar at GMall of Davao,1,coffee,"First, the cashier S****** told us that the serving time of our orders, iced matcha latte and iced caramel latte will take 1 hour and 30 mins, we were confused why but we chose to understand so we did not really mind it.",Product Quality,,False,0.4044239,0.22122143,0.3743547,NEGATIVE,0.030069202
Green Coffee - Ecoland,3,coffee,Drinks are what they should be.,Product Quality,,False,0.42000014,0.19723947,0.3827604,NEGATIVE,0.03723973
AtCurbside,1,coffee,This is the second day straight of me spilling coffee on myself cos of your cup covers.,Product Quality,,False,0.39180896,0.22852282,0.37966815,NEGATIVE,0.0121408105
Mori & Mill,2,coffee,I think they may have put too much resource into that gimmick rather the quality of the food.,Product Quality,,False,0.4050944,0.22224712,0.37265846,NEGATIVE,0.032435924
Green Coffee - Diversion,1,coffee,Place was aesthetically pleasing but very limited options for food and drinks,Product Quality,,False,0.3944453,0.21882828,0.38672644,NEGATIVE,0.007718861
Daleachious Cafe - Ecoland Branch,3,coffee,"""Coffee was stale.""",Product Quality,,False,0.40894705,0.2080643,0.38298863,NEGATIVE,0.025958419
Green Coffee - Diversion,2,coffee,"You know that they're ""NASTY"" if they do this because they want you to buy more hot coffee.",Product Quality,,False,0.4006172,0.2233268,0.37605596,NEGATIVE,0.024561256
Starbucks,3,coffee,Coffee is great... A bit pricy nga lang...,Product Quality,,False,0.42461848,0.19906496,0.37631658,NEGATIVE,0.048301905
Dunkin' Donuts- C. P. Garcia Highway,3,coffee,"No issues with the food...the donuts are what you'd expect from Dunkin', consistent and okay.",Product Quality,,False,0.41990373,0.20395234,0.3761439,NEGATIVE,0.043759823
Green Coffee - Marfori,1,coffee,The baristas are throwing condiments and pitchers in front of us while making the coffee.,Product Quality,,False,0.40045246,0.22030514,0.37924236,NEGATIVE,0.021210104
Hygge Coffee,1,coffee,I thought there was no worse coffee besides DonMac.,Product Quality,,False,0.40667984,0.21319222,0.38012794,NEGATIVE,0.026551902
Barok Cafe and Resto,1,coffee,I ordered food without asking what size my matcha was?,Product Quality,,False,0.39689493,0.22760402,0.375501,NEGATIVE,0.021393925
Green Coffee - Marfori,1,coffee,Why cant we customize our coffee?!,Product Quality,,False,0.40344408,0.22068304,0.37587282,NEGATIVE,0.02757126
Cafe Julieta,3,coffee,The ambiance is amazing but they should add more to their menu considering that they make tasty food.,Product Quality,,False,0.4271958,0.1947083,0.37809592,NEGATIVE,0.049099863
Dopio Café,2,coffee,"BEEF RENDANG, good, and probably the best dish for my taste in Toril, at the moment.",Product Quality,,False,0.41206592,0.20479341,0.3831407,NEGATIVE,0.02892521
Lately Coffee,3,coffee,"Great Late-Night Spot with a Cozy Vibe If you're looking for a place to grab a drink after the usual cafe hours, Lately Coffee is a solid option.",Product Quality,,False,0.39581117,0.22068056,0.38350835,NEGATIVE,0.012302816
Solace - Coffee Club,2,coffee,"even my friends who ordered before had the same feedback, medyo way lami raw.",Product Quality,,False,0.39356628,0.22418429,0.3822494,NEGATIVE,0.0113168955
Coffee By The Way,1,coffee,"If you're craving actual matcha, this ain't the place.",Product Quality,,False,0.41752407,0.211352,0.37112397,NEGATIVE,0.0464001
Solace - Coffee Club,2,coffee,"Their matcha also tastes like malunggay, it has bitter aftertaste.",Product Quality,,False,0.4047892,0.21391533,0.38129547,NEGATIVE,0.023493737
The Matcha Tokyo - Azuela High Street,3,matcha,Ordered the iced matcha latte.,Product Quality,,False,0.41304272,0.20825505,0.37870216,NEGATIVE,0.03434056
Coffee Project Mintal,2,coffee,"Food and beverage aside, The place was clean,comfy and nice.",Product Quality,,False,0.444231,0.15881847,0.39695045,NEGATIVE,0.04728055
Café Prelaya by The Joaquins’ Cheesecakes,3,coffee,Coffee was good considering its price.,Product Quality,,False,0.42827693,0.18867698,0.38304612,NEGATIVE,0.045230806
Coffee Project Mintal,3,coffee,My iced americano taste burnt and my carbonara was mid.,Product Quality,,False,0.4081478,0.21108153,0.38077062,NEGATIVE,0.027377188
JAS Caffeinated,1,coffee,"Coffee thou  face_savoring_food  acidic, maybe not freshly made.",Product Quality,,False,0.40210104,0.21604934,0.38184956,NEGATIVE,0.020251483
Fiend Coffee Club,2,coffee,"It's not just bad taste, it's downright criminal for the environment.",Product Quality,,False,0.40867186,0.21223761,0.37909052,NEGATIVE,0.029581338
Habitat Coffee - Tulip Branch,2,coffee,I can't justify the taste and size for the price.,Product Quality,,False,0.41214246,0.21552815,0.3723294,NEGATIVE,0.03981304
AtCurbside,3,coffee,"To the coffee lovers, the coffee shop is in Marfori area.",Product Quality,,False,0.39881176,0.21519591,0.38599235,NEGATIVE,0.012819409
Kapenato,3,coffee,I spent most of my time when going to that building at Elixr Coffee which is now the area occupied as Kapenato's first floor.,Product Quality,,False,0.39317772,0.22357789,0.38324437,NEGATIVE,0.0099333525
Daleachious Cafe - Ecoland Branch,1,coffee,If you want quality food and drinks that have had more than 5 seconds of thought put into it then do not come here.,Product Quality,,False,0.40402183,0.21825571,0.37772253,NEGATIVE,0.026299298
Seattle's Best Coffee,2,coffee,"We only had 2 drinks and a cake, does it take 30mins to prepare those?",Product Quality,,False,0.41867897,0.20820533,0.37311578,NEGATIVE,0.04556319
HOUR CAFÉ,3,coffee,"We would not choose the Hour Cafe for a nice dining, but for having a good coffee and/or having a fast snack little bit about local Carenderia, it is good for a stop.",Product Quality,,False,0.41906312,0.19857018,0.38236666,NEGATIVE,0.036696464
The Bloom Coffee & Start-Up Space,1,coffee,8am and they said that their iced coffee wasnt available.,Product Quality,,False,0.4182507,0.20935942,0.37238985,NEGATIVE,0.045860857
Barok Cafe and Resto,1,coffee,Requested for milk on the side for my brewed as I usually do in other coffee shops.,Product Quality,,False,0.3922424,0.2291377,0.37861997,NEGATIVE,0.013622433
Evermore Cafe Davao,3,coffee,"Loved their matcha one day then just the next day, the exact drink tasted so different.",Product Quality,,False,0.39264965,0.22254205,0.38480824,NEGATIVE,0.007841408
Green Coffee - Marfori,3,coffee,Their coffee is starbucks price but not starbucks taste and service.,Product Quality,,False,0.40136242,0.21730162,0.38133597,NEGATIVE,0.020026445
Brew and Cinnamon Cafe,3,coffee,"A nice place where to enjoy a good coffee, chilling.",Product Quality,,False,0.40754196,0.20455335,0.38790473,NEGATIVE,0.019637227
"KAOS CAFE - 24 Hours, Jacinto St.",2,coffee,I've been visiting this coffee shop since last year.,Product Quality,,False,0.4159729,0.20055194,0.3834752,NEGATIVE,0.032497674
"KAOS CAFE - 24 Hours, Jacinto St.",3,coffee,"After waiting for several minutes and finishing only half of our drinks, we decided to leave because the uncleaned table made the environment too uncomfortable to stay in.",Product Quality,,False,0.42396128,0.19843441,0.37760428,NEGATIVE,0.046357006
Karlo's Gourmet & Coffee,1,coffee,Food quality is poor; molds on the bread of the clubhouse sandwich.,Product Quality,,False,0.410576,0.21129164,0.3781323,NEGATIVE,0.032443672
Starbucks - Matina IT Park,1,coffee,First one drinks weren't even in the order!,Product Quality,,False,0.40951523,0.21333319,0.37715164,NEGATIVE,0.032363594
"KAOS CAFE - 24 Hours, Jacinto St.",1,coffee,Their matcha with coconut cream tastes like grilled chicken,Product Quality,,False,0.3859131,0.23265643,0.38143045,NEGATIVE,0.0044826567
Black Scoop Cafe Matina,2,coffee,Food and coffee is alright.,Product Quality,,False,0.42528746,0.18994354,0.38476902,NEGATIVE,0.040518433
The Crazy Bite Co. Sky Cafe,3,coffee,coffee is not good.,Product Quality,,False,0.42752317,0.1928694,0.3796074,NEGATIVE,0.047915757
Brew and Cinnamon Cafe,2,coffee,"Still welcome the idea of a second visit — hopefully, better service/staff attitude and improved food taste.",Product Quality,,False,0.4212739,0.1952705,0.38345554,NEGATIVE,0.037818342
HYGGE COFFEE 2,1,coffee,"Plus, some of the food was delicious at that time esp some tocino!",Product Quality,,False,0.40550688,0.20920676,0.3852864,NEGATIVE,0.020220488
Green Coffee - Diversion,1,coffee,I ordered a regular hot matcha latte for takeout at Green Coffee on Diversion Road.,Product Quality,,False,0.40025148,0.21782549,0.38192308,NEGATIVE,0.018328398
Blugré Coffee,1,coffee,The heat of the coffee makes the place even hotter.,Product Quality,,False,0.4084277,0.20938759,0.38218477,NEGATIVE,0.026242912
Barok Cafe and Resto,1,coffee,We ordered our food at 2:29am and it was served to us exactly 3AM.,Product Quality,,False,0.41528222,0.20950653,0.37521127,NEGATIVE,0.04007095
Daleachious Cafe - Ecoland Branch,3,coffee,"Because you can't really fire your mother, or give her feedback about her cake without affecting your relationship.",Product Quality,,False,0.40774992,0.21269631,0.37955377,NEGATIVE,0.028196156
PICKUP COFFEE - Gaisano Mall of Davao,3,coffee,"aesthetic stall, cheap priced coffee the coffee aint that bad for its price but dont expect super high quality tasting coffee.",Product Quality,,False,0.39502516,0.2208051,0.3841698,NEGATIVE,0.010855377
Fourth Street Cafe,3,coffee,"Their matcha could use a bit of improvement, but I absolutely love their coffee and pastries.",Product Quality,,False,0.4174917,0.20568353,0.37682483,NEGATIVE,0.04066688
Lara Mia Café & Bistro,3,coffee,Food I would say is pretty expensive for its taste.,Product Quality,,False,0.41928402,0.20536487,0.37535113,NEGATIVE,0.043932885
Café Joa,1,coffee,We ordered two drinks and two cakes.,Product Quality,,False,0.4266385,0.19457766,0.37878382,NEGATIVE,0.04785469
Roxas Ave Roastery,1,matcha,Sobra ka init sa second floor kay wala nila palihuga ang aircon didto.,Store Operations and Accessibility,,True,0.39899158,0.22166336,0.3793451,NEGATIVE,0.019646496
Space-Arabica,3,coffee,Go early because it's a nice spot taken by students who have been studying for a few hours.,Store Operations and Accessibility,,False,0.39862755,0.2202512,0.38112125,NEGATIVE,0.017506301
Sagrada Coffee Nook,1,matcha,"Grabe ka layo ang CR gikan sa seating area, kinahanglan mo gawas pa sa building.",Store Operations and Accessibility,,True,0.39284876,0.22583406,0.38131717,NEGATIVE,0.011531591
Green Leaf Matcha Bar,1,matcha,Naay sign nga wheelchair accessible pero naay steep steps padulong sa entrance.,Store Operations and Accessibility,,True,0.40248722,0.21513228,0.38238052,NEGATIVE,0.020106703
Green Leaf Matcha Bar,1,coffee and matcha,"Grabe ka sikip ang aisle, dili gani makalabang ang waiter dala ang tray.",Store Operations and Accessibility,,True,0.4051679,0.21661597,0.37821603,NEGATIVE,0.02695188
Green Coffee - Marfori,2,coffee,"Ambience, the cafe's long hours, and friendly staff are its only redeeming qualities.",Store Operations and Accessibility,,False,0.41243094,0.19875014,0.38881883,NEGATIVE,0.023612112
Brew & Bites Davao,1,coffee and matcha,"Naay sign nga open daily pero close man diay sila every other Tuesday, wala clear.",Store Operations and Accessibility,,True,0.4154166,0.20564292,0.37894046,NEGATIVE,0.036476135
Barok Cafe and Resto,1,coffee,"Overall, the experience did not meet my expectations, and I hope the management improves both their customer service and parking arrangements.",Store Operations and Accessibility,,False,0.42749313,0.1862778,0.3862291,NEGATIVE,0.041264027
Barako Corner Cafe,1,coffee,"Naay isa lang ka table para sa outdoor, so kapoy ka naghulat og maayo nga slot.",Store Operations and Accessibility,,True,0.4047623,0.21584436,0.37939334,NEGATIVE,0.025368959
Green Coffee - Diversion,3,coffee,Their location is a disadvantage for those who don't have car.,Store Operations and Accessibility,,False,0.41433093,0.20872475,0.37694427,NEGATIVE,0.037386656
Cafe Durian House,1,coffee and matcha,Naay sign nga bukas 24 hours pero pag alas 2am sarado na diay ang doors.,Store Operations and Accessibility,,True,0.40020335,0.22091909,0.37887758,NEGATIVE,0.021325767
Seattle's Best Coffee,1,coffee,A concerning incident involving a staff member's unfamiliarity with the location of the microwave raised questions about operational efficiency.,Store Operations and Accessibility,,False,0.3985292,0.21893872,0.382532,NEGATIVE,0.015997201
Obrero Brew Bar,2,coffee,Naay renovation sila pero wala nag inform sa mga customer nga naka book na.,Store Operations and Accessibility,,True,0.4233256,0.20010488,0.3765696,NEGATIVE,0.046756
Matcha Milk Bar,1,coffee and matcha,"Walay bisan unsang aircon nga gana, sobra ka init sulod bisan naay AC unit.",Store Operations and Accessibility,,True,0.39868885,0.22247906,0.37883213,NEGATIVE,0.019856721
Koffiepauze,3,matcha,Change your sign or open on time just dont do this and make ppl wait,Store Operations and Accessibility,,False,0.3964183,0.22470176,0.37887996,NEGATIVE,0.017538339
Seattle's Best Coffee,1,coffee,I understand the long queue at the counter considering new stores usually attract more traffic.,Store Operations and Accessibility,,False,0.4027754,0.21824571,0.37897888,NEGATIVE,0.023796529
Coffeecat,3,coffee,Location not easily noticable,Store Operations and Accessibility,,False,0.39359668,0.22394426,0.382459,NEGATIVE,0.011137664
Daleachious Cafe - Ecoland Branch,1,coffee,"Otherwise, great location and nice interior atmosphere.",Store Operations and Accessibility,,False,0.41431072,0.18675114,0.39893812,NEGATIVE,0.015372604
Krispy Kreme Doughnuts® - SM Lanang,2,coffee,There were 2 cash registers and during peak hours or when the queue is quite long then they should utilize both cashiers rather than chatting and laughing with each other at the side.,Store Operations and Accessibility,,False,0.39990985,0.22359237,0.37649775,NEGATIVE,0.023412108
Matcha Mo Davao,2,coffee,Sobra ka init sa waiting area kay walay proper ventilation bisan naay fan.,Store Operations and Accessibility,,True,0.39964882,0.21925569,0.3810955,NEGATIVE,0.018553317
Kape Habagat,2,coffee,"Grabe ka layo padulong sa parking, kinahanglan mo tabok pa sa highway para makaabot.",Store Operations and Accessibility,,True,0.3981606,0.21820036,0.38363904,NEGATIVE,0.014521569
Barok Cafe & Resto,3,coffee,"I've been here a few times since it's one of the few 24/7 cafés in town, and the location is convenient for me when I'm in the area.",Store Operations and Accessibility,,False,0.4145962,0.20242225,0.38298148,NEGATIVE,0.03161472
Tugbok Brew House,1,coffee and matcha,"Sarado diay sila sa Sunday, wala pa jud updated sa Google Maps nila.",Store Operations and Accessibility,,True,0.41443533,0.20756216,0.3780025,NEGATIVE,0.036432832
Lately Coffee,3,coffee,The Hours: One of the best things about this place is that they close late at night.,Store Operations and Accessibility,,False,0.41350627,0.20507194,0.3814218,NEGATIVE,0.032084465
Matcha & Co. Davao,1,coffee,"Grabe ka lisod ang pag reserve, dili gani mo reply sa message pag mag book ka.",Store Operations and Accessibility,,True,0.40759844,0.21501558,0.37738597,NEGATIVE,0.030212462
Pier Coffee House,2,coffee,Sobra ka lisod pangitaon ang entrance kay wala silay tarpaulin o karatula.,Store Operations and Accessibility,,True,0.3944754,0.224049,0.3814756,NEGATIVE,0.012999803
Kape Bukid,1,coffee,Naay sign nga open 7am pero pag adto nako alas 8 pa gyud nag abre.,Store Operations and Accessibility,,True,0.40712604,0.21181199,0.38106197,NEGATIVE,0.026064068
Matcha Mo Davao,1,matcha,"Grabe ka busy sa parking area, mag away pa mi og slot sa laing customer.",Store Operations and Accessibility,,True,0.42161962,0.19750042,0.38088,NEGATIVE,0.040739626
Space-Arabica,1,coffee,Open 24 hours but Mondays thru Saturdays only.,Store Operations and Accessibility,,False,0.42273518,0.19763318,0.3796316,NEGATIVE,0.043103576
Solace - Coffee Club,2,coffee,"One good thing tho, there's a free parking space but not yet cemented.",Store Operations and Accessibility,,False,0.40844524,0.21056896,0.38098586,NEGATIVE,0.027459383
Barok Cafe and Resto,3,coffee,Fit for group gatherings as there are also function rooms and some parking.,Store Operations and Accessibility,,False,0.39608532,0.22159396,0.3823207,NEGATIVE,0.01376462
Kape Ihaw-Ihaw,1,coffee,"Naay isa lang ka toilet para sa buong store, sobra ka daghan naghulat.",Store Operations and Accessibility,,True,0.40748435,0.21370767,0.378808,NEGATIVE,0.02867636
Cafe Panabo Road,1,coffee,"Wala silay proper queue system, nag away pa mi kung sino ang una nag order.",Store Operations and Accessibility,,True,0.3962234,0.22722161,0.376555,NEGATIVE,0.0196684
